0.5027
17  r    conf  1.0
27  r  43 31 16 18 17  conf  0.7875
43  r  27 31 16 18 12 17  conf  0.7688
27  r  43 31 16 18 12 17  conf  0.7872
43  r  27 31 16 18 12  conf  0.7688
27  r  43 31 16 18 12  conf  0.7873
43  r  27 31 16 18  conf  0.7691
27  r  43 31 16 18  conf  0.7876
31  r  27 43 16  conf  0.7007
43  r  27 31 16  conf  0.7705
27  r  43 31 16  conf  0.7892
31  r  27 43  conf  0.7148
43  r  27 31  conf  0.7838
27  r  43 31  conf  0.8029
21  r  27 43 17  conf  0.7147
43  r  27 21 17  conf  0.8008
27  r  43 21 17  conf  0.7595
21  r  27 43 12 17  conf  0.7136
43  r  27 21 12 17  conf  0.7995
27  r  43 21 12 17  conf  0.7582
21  r  27 43 12  conf  0.7137
43  r  27 21 12  conf  0.7996
27  r  43 21 12  conf  0.7583
21  r  27 43 18 17  conf  0.7126
43  r  27 21 18 17  conf  0.7984
27  r  43 21 18 17  conf  0.7572
21  r  27 43 18 12 17  conf  0.7123
43  r  27 21 18 12 17  conf  0.798
27  r  43 21 18 12 17  conf  0.7567
21  r  27 43 18 12  conf  0.7124
43  r  27 21 18 12  conf  0.7981
27  r  43 21 18 12  conf  0.7568
21  r  27 43 18  conf  0.7127
43  r  27 21 18  conf  0.7984
27  r  43 21 18  conf  0.7572
21  r  27 43 16 17  conf  0.7007
43  r  27 21 16 17  conf  0.7837
27  r  43 21 16 17  conf  0.7429
21  r  27 43 16 12 17  conf  0.7002
43  r  27 21 16 12 17  conf  0.7832
27  r  43 21 16 12 17  conf  0.7423
21  r  27 43 16 12  conf  0.7003
43  r  27 21 16 12  conf  0.7833
27  r  43 21 16 12  conf  0.7424
43  r  27 21 16 18 17  conf  0.782
27  r  43 21 16 18 17  conf  0.7412
43  r  27 21 16 18 12 17  conf  0.7817
27  r  43 21 16 18 12 17  conf  0.7409
43  r  27 21 16 18 12  conf  0.7818
27  r  43 21 16 18 12  conf  0.7409
43  r  27 21 16 18  conf  0.7821
27  r  43 21 16 18  conf  0.7413
21  r  27 43 16  conf  0.7007
43  r  27 21 16  conf  0.7838
27  r  43 21 16  conf  0.743
43  r  27 21 31 17  conf  0.7535
27  r  43 21 31 17  conf  0.7155
43  r  27 21 31 12 17  conf  0.7524
27  r  43 21 31 12 17  conf  0.7144
43  r  27 21 31 12  conf  0.7524
27  r  43 21 31 12  conf  0.7145
43  r  27 21 31 18 17  conf  0.7514
27  r  43 21 31 18 17  conf  0.7135
43  r  27 21 31 18 12 17  conf  0.7511
27  r  43 21 31 18 12 17  conf  0.7132
43  r  27 21 31 18 12  conf  0.7512
27  r  43 21 31 18 12  conf  0.7132
43  r  27 21 31 18  conf  0.7515
27  r  43 21 31 18  conf  0.7136
43  r  27 21 31 16 17  conf  0.7407
27  r  43 21 31 16 17  conf  0.7028
43  r  27 21 31 16 12 17  conf  0.7402
27  r  43 21 31 16 12 17  conf  0.7023
43  r  27 21 31 16 12  conf  0.7403
27  r  43 21 31 16 12  conf  0.7024
43  r  27 21 31 16 18 17  conf  0.7393
27  r  43 21 31 16 18 17  conf  0.7014
43  r  27 21 31 16 18 12 17  conf  0.739
27  r  43 21 31 16 18 12 17  conf  0.7011
43  r  27 21 31 16 18 12  conf  0.7391
27  r  43 21 31 16 18 12  conf  0.7011
43  r  27 21 31 16 18  conf  0.7394
27  r  43 21 31 16 18  conf  0.7015
43  r  27 21 31 16  conf  0.7407
27  r  43 21 31 16  conf  0.7029
43  r  27 21 31  conf  0.7535
27  r  43 21 31  conf  0.7156
21  r  27 43  conf  0.7148
43  r  27 21  conf  0.8009
27  r  43 21  conf  0.7596
29  r  27 43 17  conf  0.7147
43  r  27 29 17  conf  0.7339
27  r  43 29 17  conf  0.753
29  r  27 43 12 17  conf  0.7136
43  r  27 29 12 17  conf  0.7327
27  r  43 29 12 17  conf  0.7517
29  r  27 43 12  conf  0.7137
43  r  27 29 12  conf  0.7328
27  r  43 29 12  conf  0.7518
29  r  27 43 18 17  conf  0.7126
43  r  27 29 18 17  conf  0.7316
27  r  43 29 18 17  conf  0.7506
29  r  27 43 18 12 17  conf  0.7123
43  r  27 29 18 12 17  conf  0.7313
27  r  43 29 18 12 17  conf  0.7502
29  r  27 43 18 12  conf  0.7124
43  r  27 29 18 12  conf  0.7314
27  r  43 29 18 12  conf  0.7503
29  r  27 43 18  conf  0.7127
43  r  27 29 18  conf  0.7317
27  r  43 29 18  conf  0.7507
29  r  27 43 16 17  conf  0.7007
43  r  27 29 16 17  conf  0.7174
27  r  43 29 16 17  conf  0.7361
29  r  27 43 16 12 17  conf  0.7002
43  r  27 29 16 12 17  conf  0.717
27  r  43 29 16 12 17  conf  0.7356
29  r  27 43 16 12  conf  0.7003
43  r  27 29 16 12  conf  0.717
27  r  43 29 16 12  conf  0.7357
43  r  27 29 16 18 17  conf  0.7158
27  r  43 29 16 18 17  conf  0.7344
43  r  27 29 16 18 12 17  conf  0.7155
27  r  43 29 16 18 12 17  conf  0.7341
43  r  27 29 16 18 12  conf  0.7156
27  r  43 29 16 18 12  conf  0.7341
43  r  27 29 16 18  conf  0.7159
27  r  43 29 16 18  conf  0.7345
29  r  27 43 16  conf  0.7007
43  r  27 29 16  conf  0.7175
27  r  43 29 16  conf  0.7362
27  r  43 29 31 17  conf  0.7057
27  r  43 29 31 12 17  conf  0.7047
27  r  43 29 31 12  conf  0.7048
27  r  43 29 31 18 17  conf  0.7037
27  r  43 29 31 18 12 17  conf  0.7034
27  r  43 29 31 18 12  conf  0.7034
27  r  43 29 31 18  conf  0.7038
27  r  43 29 31  conf  0.7058
43  r  27 29 21 17  conf  0.7062
43  r  27 29 21 12 17  conf  0.7051
43  r  27 29 21 12  conf  0.7052
43  r  27 29 21 18 17  conf  0.704
43  r  27 29 21 18 12 17  conf  0.7037
43  r  27 29 21 18 12  conf  0.7038
43  r  27 29 21 18  conf  0.7041
43  r  27 29 21  conf  0.7063
29  r  27 43  conf  0.7148
43  r  27 29  conf  0.734
27  r  43 29  conf  0.7531
43  r  27  conf  0.835
27  r  43  conf  0.8566
27  r    conf  1.0
17  r  24  conf  0.8061
24  r  17  conf  0.9999
17  r  24 12  conf  0.8047
12  r  24 17  conf  0.806
24  r  12 17  conf  0.9982
12  r  24  conf  0.8061
24  r  12  conf  0.9983
17  r  24 18  conf  0.8035
18  r  24 17  conf  0.806
24  r  18 17  conf  0.9967
17  r  24 18 12  conf  0.8031
12  r  24 18 17  conf  0.8034
18  r  24 12 17  conf  0.8047
24  r  18 12 17  conf  0.9962
12  r  24 18  conf  0.8035
18  r  24 12  conf  0.8047
24  r  18 12  conf  0.9963
18  r  24  conf  0.8061
24  r  18  conf  0.9968
17  r  24 16  conf  0.7875
16  r  24 17  conf  0.806
24  r  16 17  conf  0.9771
17  r  24 16 12  conf  0.7869
12  r  24 16 17  conf  0.7874
16  r  24 12 17  conf  0.8047
24  r  16 12 17  conf  0.9763
12  r  24 16  conf  0.7875
16  r  24 12  conf  0.8047
24  r  16 12  conf  0.9764
17  r  24 16 18  conf  0.7856
18  r  24 16 17  conf  0.7874
16  r  24 18 17  conf  0.8034
24  r  16 18 17  conf  0.9748
17  r  24 16 18 12  conf  0.7852
12  r  24 16 18 17  conf  0.7856
18  r  24 16 12 17  conf  0.7868
16  r  24 18 12 17  conf  0.803
24  r  16 18 12 17  conf  0.9744
12  r  24 16 18  conf  0.7856
18  r  24 16 12  conf  0.7869
16  r  24 18 12  conf  0.8031
24  r  16 18 12  conf  0.9744
18  r  24 16  conf  0.7875
16  r  24 18  conf  0.8035
24  r  16 18  conf  0.9749
16  r  24  conf  0.8061
24  r  16  conf  0.9772
17  r  24 31  conf  0.7558
31  r  24 17  conf  0.806
24  r  31 17  conf  0.9348
17  r  24 31 12  conf  0.7547
12  r  24 31 17  conf  0.7558
31  r  24 12 17  conf  0.8047
24  r  31 12 17  conf  0.9334
12  r  24 31  conf  0.7558
31  r  24 12  conf  0.8047
24  r  31 12  conf  0.9334
17  r  24 31 18  conf  0.7536
18  r  24 31 17  conf  0.7558
31  r  24 18 17  conf  0.8034
24  r  31 18 17  conf  0.9321
17  r  24 31 18 12  conf  0.7533
12  r  24 31 18 17  conf  0.7536
18  r  24 31 12 17  conf  0.7547
31  r  24 18 12 17  conf  0.803
24  r  31 18 12 17  conf  0.9317
12  r  24 31 18  conf  0.7536
18  r  24 31 12  conf  0.7547
31  r  24 18 12  conf  0.8031
24  r  31 18 12  conf  0.9317
18  r  24 31  conf  0.7558
31  r  24 18  conf  0.8035
24  r  31 18  conf  0.9322
17  r  24 31 16  conf  0.7418
16  r  24 31 17  conf  0.7558
31  r  24 16 17  conf  0.7874
24  r  31 16 17  conf  0.9177
17  r  24 31 16 12  conf  0.7414
12  r  24 31 16 17  conf  0.7418
16  r  24 31 12 17  conf  0.7547
31  r  24 16 12 17  conf  0.7868
24  r  31 16 12 17  conf  0.9171
12  r  24 31 16  conf  0.7418
16  r  24 31 12  conf  0.7547
31  r  24 16 12  conf  0.7869
24  r  31 16 12  conf  0.9172
17  r  24 31 16 18  conf  0.7403
18  r  24 31 16 17  conf  0.7418
16  r  24 31 18 17  conf  0.7536
31  r  24 16 18 17  conf  0.7856
24  r  31 16 18 17  conf  0.9158
17  r  24 31 16 18 12  conf  0.7399
12  r  24 31 16 18 17  conf  0.7402
18  r  24 31 16 12 17  conf  0.7413
16  r  24 31 18 12 17  conf  0.7532
31  r  24 16 18 12 17  conf  0.7852
24  r  31 16 18 12 17  conf  0.9154
12  r  24 31 16 18  conf  0.7403
18  r  24 31 16 12  conf  0.7414
16  r  24 31 18 12  conf  0.7533
31  r  24 16 18 12  conf  0.7852
24  r  31 16 18 12  conf  0.9155
18  r  24 31 16  conf  0.7418
16  r  24 31 18  conf  0.7536
31  r  24 16 18  conf  0.7856
24  r  31 16 18  conf  0.9159
16  r  24 31  conf  0.7558
31  r  24 16  conf  0.7875
24  r  31 16  conf  0.9178
31  r  24  conf  0.8061
24  r  31  conf  0.9348
17  r  24 21  conf  0.7118
21  r  24 17  conf  0.806
24  r  21 17  conf  0.889
17  r  24 21 12  conf  0.7106
12  r  24 21 17  conf  0.7117
21  r  24 12 17  conf  0.8047
24  r  21 12 17  conf  0.8875
12  r  24 21  conf  0.7118
21  r  24 12  conf  0.8047
24  r  21 12  conf  0.8876
17  r  24 21 18  conf  0.7095
18  r  24 21 17  conf  0.7117
21  r  24 18 17  conf  0.8034
24  r  21 18 17  conf  0.8861
17  r  24 21 18 12  conf  0.7091
12  r  24 21 18 17  conf  0.7094
18  r  24 21 12 17  conf  0.7106
21  r  24 18 12 17  conf  0.803
24  r  21 18 12 17  conf  0.8857
12  r  24 21 18  conf  0.7095
18  r  24 21 12  conf  0.7106
21  r  24 18 12  conf  0.8031
24  r  21 18 12  conf  0.8857
18  r  24 21  conf  0.7118
21  r  24 18  conf  0.8035
24  r  21 18  conf  0.8862
16  r  24 21 17  conf  0.7117
21  r  24 16 17  conf  0.7874
24  r  21 16 17  conf  0.8681
16  r  24 21 12 17  conf  0.7106
21  r  24 16 12 17  conf  0.7868
24  r  21 16 12 17  conf  0.8675
16  r  24 21 12  conf  0.7106
21  r  24 16 12  conf  0.7869
24  r  21 16 12  conf  0.8676
16  r  24 21 18 17  conf  0.7094
21  r  24 16 18 17  conf  0.7856
24  r  21 16 18 17  conf  0.8661
16  r  24 21 18 12 17  conf  0.7091
21  r  24 16 18 12 17  conf  0.7852
24  r  21 16 18 12 17  conf  0.8657
16  r  24 21 18 12  conf  0.7091
21  r  24 16 18 12  conf  0.7852
24  r  21 16 18 12  conf  0.8658
16  r  24 21 18  conf  0.7095
21  r  24 16 18  conf  0.7856
24  r  21 16 18  conf  0.8662
16  r  24 21  conf  0.7118
21  r  24 16  conf  0.7875
24  r  21 16  conf  0.8682
31  r  24 21 17  conf  0.7117
21  r  24 31 17  conf  0.7558
24  r  21 31 17  conf  0.8352
31  r  24 21 12 17  conf  0.7106
21  r  24 31 12 17  conf  0.7547
24  r  21 31 12 17  conf  0.834
31  r  24 21 12  conf  0.7106
21  r  24 31 12  conf  0.7547
24  r  21 31 12  conf  0.834
31  r  24 21 18 17  conf  0.7094
21  r  24 31 18 17  conf  0.7536
24  r  21 31 18 17  conf  0.8328
31  r  24 21 18 12 17  conf  0.7091
21  r  24 31 18 12 17  conf  0.7532
24  r  21 31 18 12 17  conf  0.8324
31  r  24 21 18 12  conf  0.7091
21  r  24 31 18 12  conf  0.7533
24  r  21 31 18 12  conf  0.8325
31  r  24 21 18  conf  0.7095
21  r  24 31 18  conf  0.7536
24  r  21 31 18  conf  0.8329
21  r  24 31 16 17  conf  0.7418
24  r  21 31 16 17  conf  0.8194
21  r  24 31 16 12 17  conf  0.7413
24  r  21 31 16 12 17  conf  0.8189
21  r  24 31 16 12  conf  0.7414
24  r  21 31 16 12  conf  0.819
21  r  24 31 16 18 17  conf  0.7402
24  r  21 31 16 18 17  conf  0.8177
21  r  24 31 16 18 12 17  conf  0.7399
24  r  21 31 16 18 12 17  conf  0.8174
21  r  24 31 16 18 12  conf  0.7399
24  r  21 31 16 18 12  conf  0.8174
21  r  24 31 16 18  conf  0.7403
24  r  21 31 16 18  conf  0.8178
21  r  24 31 16  conf  0.7418
24  r  21 31 16  conf  0.8195
31  r  24 21  conf  0.7118
21  r  24 31  conf  0.7558
24  r  21 31  conf  0.8353
21  r  24  conf  0.8061
24  r  21  conf  0.8891
17  r  24 29  conf  0.7121
29  r  24 17  conf  0.806
24  r  29 17  conf  0.8794
17  r  24 29 12  conf  0.7109
12  r  24 29 17  conf  0.712
29  r  24 12 17  conf  0.8047
24  r  29 12 17  conf  0.8779
12  r  24 29  conf  0.7121
29  r  24 12  conf  0.8047
24  r  29 12  conf  0.878
17  r  24 29 18  conf  0.7097
18  r  24 29 17  conf  0.712
29  r  24 18 17  conf  0.8034
24  r  29 18 17  conf  0.8765
17  r  24 29 18 12  conf  0.7093
12  r  24 29 18 17  conf  0.7096
18  r  24 29 12 17  conf  0.7108
29  r  24 18 12 17  conf  0.803
24  r  29 18 12 17  conf  0.876
12  r  24 29 18  conf  0.7097
18  r  24 29 12  conf  0.7109
29  r  24 18 12  conf  0.8031
24  r  29 18 12  conf  0.8761
18  r  24 29  conf  0.7121
29  r  24 18  conf  0.8035
24  r  29 18  conf  0.8766
16  r  24 29 17  conf  0.712
29  r  24 16 17  conf  0.7874
24  r  29 16 17  conf  0.8581
16  r  24 29 12 17  conf  0.7108
29  r  24 16 12 17  conf  0.7868
24  r  29 16 12 17  conf  0.8575
16  r  24 29 12  conf  0.7109
29  r  24 16 12  conf  0.7869
24  r  29 16 12  conf  0.8576
16  r  24 29 18 17  conf  0.7096
29  r  24 16 18 17  conf  0.7856
24  r  29 16 18 17  conf  0.856
16  r  24 29 18 12 17  conf  0.7093
29  r  24 16 18 12 17  conf  0.7852
24  r  29 16 18 12 17  conf  0.8556
16  r  24 29 18 12  conf  0.7093
29  r  24 16 18 12  conf  0.7852
24  r  29 16 18 12  conf  0.8557
16  r  24 29 18  conf  0.7097
29  r  24 16 18  conf  0.7856
24  r  29 16 18  conf  0.8561
16  r  24 29  conf  0.7121
29  r  24 16  conf  0.7875
24  r  29 16  conf  0.8582
31  r  24 29 17  conf  0.712
29  r  24 31 17  conf  0.7558
24  r  29 31 17  conf  0.8221
31  r  24 29 12 17  conf  0.7108
29  r  24 31 12 17  conf  0.7547
24  r  29 31 12 17  conf  0.8208
31  r  24 29 12  conf  0.7109
29  r  24 31 12  conf  0.7547
24  r  29 31 12  conf  0.8209
31  r  24 29 18 17  conf  0.7096
29  r  24 31 18 17  conf  0.7536
24  r  29 31 18 17  conf  0.8196
31  r  24 29 18 12 17  conf  0.7093
29  r  24 31 18 12 17  conf  0.7532
24  r  29 31 18 12 17  conf  0.8192
31  r  24 29 18 12  conf  0.7093
29  r  24 31 18 12  conf  0.7533
24  r  29 31 18 12  conf  0.8193
31  r  24 29 18  conf  0.7097
29  r  24 31 18  conf  0.7536
24  r  29 31 18  conf  0.8197
29  r  24 31 16 17  conf  0.7418
24  r  29 31 16 17  conf  0.806
29  r  24 31 16 12 17  conf  0.7413
24  r  29 31 16 12 17  conf  0.8055
29  r  24 31 16 12  conf  0.7414
24  r  29 31 16 12  conf  0.8056
29  r  24 31 16 18 17  conf  0.7402
24  r  29 31 16 18 17  conf  0.8042
29  r  24 31 16 18 12 17  conf  0.7399
24  r  29 31 16 18 12 17  conf  0.8039
29  r  24 31 16 18 12  conf  0.7399
24  r  29 31 16 18 12  conf  0.804
29  r  24 31 16 18  conf  0.7403
24  r  29 31 16 18  conf  0.8043
29  r  24 31 16  conf  0.7418
24  r  29 31 16  conf  0.8061
31  r  24 29  conf  0.7121
29  r  24 31  conf  0.7558
24  r  29 31  conf  0.8221
21  r  24 29 17  conf  0.712
29  r  24 21 17  conf  0.7117
24  r  29 21 17  conf  0.7897
21  r  24 29 12 17  conf  0.7108
29  r  24 21 12 17  conf  0.7106
24  r  29 21 12 17  conf  0.7883
21  r  24 29 12  conf  0.7109
29  r  24 21 12  conf  0.7106
24  r  29 21 12  conf  0.7884
21  r  24 29 18 17  conf  0.7096
29  r  24 21 18 17  conf  0.7094
24  r  29 21 18 17  conf  0.787
21  r  24 29 18 12 17  conf  0.7093
29  r  24 21 18 12 17  conf  0.7091
24  r  29 21 18 12 17  conf  0.7866
21  r  24 29 18 12  conf  0.7093
29  r  24 21 18 12  conf  0.7091
24  r  29 21 18 12  conf  0.7867
21  r  24 29 18  conf  0.7097
29  r  24 21 18  conf  0.7095
24  r  29 21 18  conf  0.7871
24  r  29 21 16 17  conf  0.7702
24  r  29 21 16 12 17  conf  0.7696
24  r  29 21 16 12  conf  0.7697
24  r  29 21 16 18 17  conf  0.7683
24  r  29 21 16 18 12 17  conf  0.7679
24  r  29 21 16 18 12  conf  0.768
24  r  29 21 16 18  conf  0.7684
24  r  29 21 16  conf  0.7703
24  r  29 21 31 17  conf  0.7419
24  r  29 21 31 12 17  conf  0.7408
24  r  29 21 31 12  conf  0.7408
24  r  29 21 31 18 17  conf  0.7397
24  r  29 21 31 18 12 17  conf  0.7393
24  r  29 21 31 18 12  conf  0.7394
24  r  29 21 31 18  conf  0.7397
24  r  29 21 31 16 17  conf  0.727
24  r  29 21 31 16 12 17  conf  0.7265
24  r  29 21 31 16 12  conf  0.7266
24  r  29 21 31 16 18 17  conf  0.7254
24  r  29 21 31 16 18 12 17  conf  0.725
24  r  29 21 31 16 18 12  conf  0.7251
24  r  29 21 31 16 18  conf  0.7254
24  r  29 21 31 16  conf  0.727
24  r  29 21 31  conf  0.742
21  r  24 29  conf  0.7121
29  r  24 21  conf  0.7118
24  r  29 21  conf  0.7898
29  r  24  conf  0.8061
24  r  29  conf  0.8795
43  r  24 17  conf  0.806
24  r  43 17  conf  0.8565
43  r  24 12 17  conf  0.8047
24  r  43 12 17  conf  0.855
43  r  24 12  conf  0.8047
24  r  43 12  conf  0.8551
43  r  24 18 17  conf  0.8034
24  r  43 18 17  conf  0.8538
43  r  24 18 12 17  conf  0.803
24  r  43 18 12 17  conf  0.8534
43  r  24 18 12  conf  0.8031
24  r  43 18 12  conf  0.8535
43  r  24 18  conf  0.8035
24  r  43 18  conf  0.8539
43  r  24 16 17  conf  0.7874
24  r  43 16 17  conf  0.8383
43  r  24 16 12 17  conf  0.7868
24  r  43 16 12 17  conf  0.8377
43  r  24 16 12  conf  0.7869
24  r  43 16 12  conf  0.8378
43  r  24 16 18 17  conf  0.7856
24  r  43 16 18 17  conf  0.8365
43  r  24 16 18 12 17  conf  0.7852
24  r  43 16 18 12 17  conf  0.8361
43  r  24 16 18 12  conf  0.7852
24  r  43 16 18 12  conf  0.8362
43  r  24 16 18  conf  0.7856
24  r  43 16 18  conf  0.8366
43  r  24 16  conf  0.7875
24  r  43 16  conf  0.8384
43  r  24 31 17  conf  0.7558
24  r  43 31 17  conf  0.8028
43  r  24 31 12 17  conf  0.7547
24  r  43 31 12 17  conf  0.8016
43  r  24 31 12  conf  0.7547
24  r  43 31 12  conf  0.8017
43  r  24 31 18 17  conf  0.7536
24  r  43 31 18 17  conf  0.8006
43  r  24 31 18 12 17  conf  0.7532
24  r  43 31 18 12 17  conf  0.8002
43  r  24 31 18 12  conf  0.7533
24  r  43 31 18 12  conf  0.8003
43  r  24 31 18  conf  0.7536
24  r  43 31 18  conf  0.8006
43  r  24 31 16 17  conf  0.7418
24  r  43 31 16 17  conf  0.7891
43  r  24 31 16 12 17  conf  0.7413
24  r  43 31 16 12 17  conf  0.7886
43  r  24 31 16 12  conf  0.7414
24  r  43 31 16 12  conf  0.7887
43  r  24 31 16 18 17  conf  0.7402
24  r  43 31 16 18 17  conf  0.7875
43  r  24 31 16 18 12 17  conf  0.7399
24  r  43 31 16 18 12 17  conf  0.7872
43  r  24 31 16 18 12  conf  0.7399
24  r  43 31 16 18 12  conf  0.7873
43  r  24 31 16 18  conf  0.7403
24  r  43 31 16 18  conf  0.7876
43  r  24 31 16  conf  0.7418
24  r  43 31 16  conf  0.7892
43  r  24 31  conf  0.7558
24  r  43 31  conf  0.8029
43  r  24 21 17  conf  0.7117
24  r  43 21 17  conf  0.7595
43  r  24 21 12 17  conf  0.7106
24  r  43 21 12 17  conf  0.7582
43  r  24 21 12  conf  0.7106
24  r  43 21 12  conf  0.7583
43  r  24 21 18 17  conf  0.7094
24  r  43 21 18 17  conf  0.7572
43  r  24 21 18 12 17  conf  0.7091
24  r  43 21 18 12 17  conf  0.7567
43  r  24 21 18 12  conf  0.7091
24  r  43 21 18 12  conf  0.7568
43  r  24 21 18  conf  0.7095
24  r  43 21 18  conf  0.7572
24  r  43 21 16 17  conf  0.7429
24  r  43 21 16 12 17  conf  0.7423
24  r  43 21 16 12  conf  0.7424
24  r  43 21 16 18 17  conf  0.7412
24  r  43 21 16 18 12 17  conf  0.7409
24  r  43 21 16 18 12  conf  0.7409
24  r  43 21 16 18  conf  0.7413
24  r  43 21 16  conf  0.743
24  r  43 21 31 17  conf  0.7155
24  r  43 21 31 12 17  conf  0.7144
24  r  43 21 31 12  conf  0.7145
24  r  43 21 31 18 17  conf  0.7135
24  r  43 21 31 18 12 17  conf  0.7132
24  r  43 21 31 18 12  conf  0.7132
24  r  43 21 31 18  conf  0.7136
24  r  43 21 31 16 17  conf  0.7028
24  r  43 21 31 16 12 17  conf  0.7023
24  r  43 21 31 16 12  conf  0.7024
24  r  43 21 31 16 18 17  conf  0.7014
24  r  43 21 31 16 18 12 17  conf  0.7011
24  r  43 21 31 16 18 12  conf  0.7011
24  r  43 21 31 16 18  conf  0.7015
24  r  43 21 31 16  conf  0.7029
24  r  43 21 31  conf  0.7156
43  r  24 21  conf  0.7118
24  r  43 21  conf  0.7596
43  r  24 29 17  conf  0.712
24  r  43 29 17  conf  0.753
43  r  24 29 12 17  conf  0.7108
24  r  43 29 12 17  conf  0.7517
43  r  24 29 12  conf  0.7109
24  r  43 29 12  conf  0.7518
43  r  24 29 18 17  conf  0.7096
24  r  43 29 18 17  conf  0.7506
43  r  24 29 18 12 17  conf  0.7093
24  r  43 29 18 12 17  conf  0.7502
43  r  24 29 18 12  conf  0.7093
24  r  43 29 18 12  conf  0.7503
43  r  24 29 18  conf  0.7097
24  r  43 29 18  conf  0.7507
24  r  43 29 16 17  conf  0.7361
24  r  43 29 16 12 17  conf  0.7356
24  r  43 29 16 12  conf  0.7357
24  r  43 29 16 18 17  conf  0.7344
24  r  43 29 16 18 12 17  conf  0.7341
24  r  43 29 16 18 12  conf  0.7341
24  r  43 29 16 18  conf  0.7345
24  r  43 29 16  conf  0.7362
24  r  43 29 31 17  conf  0.7057
24  r  43 29 31 12 17  conf  0.7047
24  r  43 29 31 12  conf  0.7048
24  r  43 29 31 18 17  conf  0.7037
24  r  43 29 31 18 12 17  conf  0.7034
24  r  43 29 31 18 12  conf  0.7034
24  r  43 29 31 18  conf  0.7038
24  r  43 29 31  conf  0.7058
43  r  24 29  conf  0.7121
24  r  43 29  conf  0.7531
43  r  24  conf  0.8061
24  r  43  conf  0.8566
27  r  24 17  conf  0.806
27  r  24 12 17  conf  0.8047
27  r  24 12  conf  0.8047
27  r  24 18 17  conf  0.8034
27  r  24 18 12 17  conf  0.803
27  r  24 18 12  conf  0.8031
27  r  24 18  conf  0.8035
27  r  24 16 17  conf  0.7874
27  r  24 16 12 17  conf  0.7868
27  r  24 16 12  conf  0.7869
27  r  24 16 18 17  conf  0.7856
27  r  24 16 18 12 17  conf  0.7852
27  r  24 16 18 12  conf  0.7852
27  r  24 16 18  conf  0.7856
27  r  24 16  conf  0.7875
27  r  24 31 17  conf  0.7558
27  r  24 31 12 17  conf  0.7547
27  r  24 31 12  conf  0.7547
27  r  24 31 18 17  conf  0.7536
27  r  24 31 18 12 17  conf  0.7532
27  r  24 31 18 12  conf  0.7533
27  r  24 31 18  conf  0.7536
27  r  24 31 16 17  conf  0.7418
27  r  24 31 16 12 17  conf  0.7413
27  r  24 31 16 12  conf  0.7414
27  r  24 31 16 18 17  conf  0.7402
27  r  24 31 16 18 12 17  conf  0.7399
27  r  24 31 16 18 12  conf  0.7399
27  r  24 31 16 18  conf  0.7403
27  r  24 31 16  conf  0.7418
27  r  24 31  conf  0.7558
27  r  24 21 17  conf  0.7117
27  r  24 21 12 17  conf  0.7106
27  r  24 21 12  conf  0.7106
27  r  24 21 18 17  conf  0.7094
27  r  24 21 18 12 17  conf  0.7091
27  r  24 21 18 12  conf  0.7091
27  r  24 21 18  conf  0.7095
27  r  24 21  conf  0.7118
27  r  24 29 17  conf  0.712
24  r  27 29 17  conf  0.7339
27  r  24 29 12 17  conf  0.7108
24  r  27 29 12 17  conf  0.7327
27  r  24 29 12  conf  0.7109
24  r  27 29 12  conf  0.7328
27  r  24 29 18 17  conf  0.7096
24  r  27 29 18 17  conf  0.7316
27  r  24 29 18 12 17  conf  0.7093
24  r  27 29 18 12 17  conf  0.7313
27  r  24 29 18 12  conf  0.7093
24  r  27 29 18 12  conf  0.7314
27  r  24 29 18  conf  0.7097
24  r  27 29 18  conf  0.7317
24  r  27 29 16 17  conf  0.7174
24  r  27 29 16 12 17  conf  0.717
24  r  27 29 16 12  conf  0.717
24  r  27 29 16 18 17  conf  0.7158
24  r  27 29 16 18 12 17  conf  0.7155
24  r  27 29 16 18 12  conf  0.7156
24  r  27 29 16 18  conf  0.7159
24  r  27 29 16  conf  0.7175
27  r  24 29  conf  0.7121
24  r  27 29  conf  0.734
24  r  27 43 17  conf  0.7147
24  r  27 43 12 17  conf  0.7136
24  r  27 43 12  conf  0.7137
24  r  27 43 18 17  conf  0.7126
24  r  27 43 18 12 17  conf  0.7123
24  r  27 43 18 12  conf  0.7124
24  r  27 43 18  conf  0.7127
24  r  27 43 16 17  conf  0.7007
24  r  27 43 16 12 17  conf  0.7002
24  r  27 43 16 12  conf  0.7003
24  r  27 43 16  conf  0.7007
24  r  27 43  conf  0.7148
27  r  24  conf  0.8061
24  r    conf  1.0
17  r  15  conf  0.8023
15  r  17  conf  0.9999
17  r  15 12  conf  0.8007
12  r  15 17  conf  0.8022
15  r  12 17  conf  0.9982
12  r  15  conf  0.8023
15  r  12  conf  0.9983
17  r  15 18  conf  0.7994
18  r  15 17  conf  0.8022
15  r  18 17  conf  0.9967
17  r  15 18 12  conf  0.7991
12  r  15 18 17  conf  0.7993
18  r  15 12 17  conf  0.8007
15  r  18 12 17  conf  0.9962
12  r  15 18  conf  0.7994
18  r  15 12  conf  0.8007
15  r  18 12  conf  0.9963
18  r  15  conf  0.8023
15  r  18  conf  0.9968
17  r  15 16  conf  0.785
16  r  15 17  conf  0.8022
15  r  16 17  conf  0.9771
17  r  15 16 12  conf  0.7844
