0.7009
17  r    conf  1.0
27  r  59 29 21 31 16 17  conf  0.5663
17  r  59 27 29 21 31 16 12  conf  0.5131
12  r  59 27 29 21 31 16 17  conf  0.5132
16  r  59 27 29 21 31 12 17  conf  0.5206
31  r  59 27 29 21 16 12 17  conf  0.5234
21  r  59 27 29 31 16 12 17  conf  0.5325
29  r  59 27 21 31 16 12 17  conf  0.5752
27  r  59 29 21 31 16 12 17  conf  0.5661
12  r  59 27 29 21 31 16  conf  0.5132
16  r  59 27 29 21 31 12  conf  0.5207
31  r  59 27 29 21 16 12  conf  0.5234
21  r  59 27 29 31 16 12  conf  0.5326
29  r  59 27 21 31 16 12  conf  0.5752
27  r  59 29 21 31 16 12  conf  0.5662
17  r  59 27 29 21 31 16 18  conf  0.5123
18  r  59 27 29 21 31 16 17  conf  0.5132
16  r  59 27 29 21 31 18 17  conf  0.5198
31  r  59 27 29 21 16 18 17  conf  0.5225
21  r  59 27 29 31 16 18 17  conf  0.5317
29  r  59 27 21 31 16 18 17  conf  0.5743
27  r  59 29 21 31 16 18 17  conf  0.5652
17  r  59 27 29 21 31 16 18 12  conf  0.5122
12  r  59 27 29 21 31 16 18 17  conf  0.5123
18  r  59 27 29 21 31 16 12 17  conf  0.5131
16  r  59 27 29 21 31 18 12 17  conf  0.5197
31  r  59 27 29 21 16 18 12 17  conf  0.5224
21  r  59 27 29 31 16 18 12 17  conf  0.5316
29  r  59 27 21 31 16 18 12 17  conf  0.5742
27  r  59 29 21 31 16 18 12 17  conf  0.565
12  r  59 27 29 21 31 16 18  conf  0.5123
18  r  59 27 29 21 31 16 12  conf  0.5131
16  r  59 27 29 21 31 18 12  conf  0.5198
31  r  59 27 29 21 16 18 12  conf  0.5225
21  r  59 27 29 31 16 18 12  conf  0.5317
29  r  59 27 21 31 16 18 12  conf  0.5743
27  r  59 29 21 31 16 18 12  conf  0.5651
18  r  59 27 29 21 31 16  conf  0.5132
16  r  59 27 29 21 31 18  conf  0.5199
31  r  59 27 29 21 16 18  conf  0.5226
21  r  59 27 29 31 16 18  conf  0.5318
29  r  59 27 21 31 16 18  conf  0.5744
27  r  59 29 21 31 16 18  conf  0.5652
16  r  59 27 29 21 31  conf  0.5208
31  r  59 27 29 21 16  conf  0.5236
21  r  59 27 29 31 16  conf  0.5327
29  r  59 27 21 31 16  conf  0.5753
27  r  59 29 21 31 16  conf  0.5663
31  r  59 27 29 21  conf  0.5319
21  r  59 27 29 31  conf  0.5405
29  r  59 27 21 31  conf  0.5833
27  r  59 29 21 31  conf  0.5761
21  r  59 27 29  conf  0.553
29  r  59 27 21  conf  0.5958
27  r  59 29 21  conf  0.5882
29  r  59 27  conf  0.622
27  r  59 29  conf  0.6461
17  r  59 27 43  conf  0.5544
43  r  59 27 17  conf  0.622
27  r  59 43 17  conf  0.6449
17  r  59 27 43 12  conf  0.5543
12  r  59 27 43 17  conf  0.5544
43  r  59 27 12 17  conf  0.6218
27  r  59 43 12 17  conf  0.6447
12  r  59 27 43  conf  0.5544
43  r  59 27 12  conf  0.6219
27  r  59 43 12  conf  0.6448
17  r  59 27 43 18  conf  0.5535
18  r  59 27 43 17  conf  0.5544
43  r  59 27 18 17  conf  0.6209
27  r  59 43 18 17  conf  0.6437
17  r  59 27 43 18 12  conf  0.5533
12  r  59 27 43 18 17  conf  0.5534
18  r  59 27 43 12 17  conf  0.5542
43  r  59 27 18 12 17  conf  0.6207
27  r  59 43 18 12 17  conf  0.6436
12  r  59 27 43 18  conf  0.5535
18  r  59 27 43 12  conf  0.5543
43  r  59 27 18 12  conf  0.6208
27  r  59 43 18 12  conf  0.6436
18  r  59 27 43  conf  0.5544
43  r  59 27 18  conf  0.6209
27  r  59 43 18  conf  0.6438
17  r  59 27 43 16  conf  0.5469
16  r  59 27 43 17  conf  0.5544
43  r  59 27 16 17  conf  0.6131
27  r  59 43 16 17  conf  0.6351
17  r  59 27 43 16 12  conf  0.5468
12  r  59 27 43 16 17  conf  0.5469
16  r  59 27 43 12 17  conf  0.5542
43  r  59 27 16 12 17  conf  0.6129
27  r  59 43 16 12 17  conf  0.6349
12  r  59 27 43 16  conf  0.5469
16  r  59 27 43 12  conf  0.5543
43  r  59 27 16 12  conf  0.613
27  r  59 43 16 12  conf  0.635
17  r  59 27 43 16 18  conf  0.546
18  r  59 27 43 16 17  conf  0.5469
16  r  59 27 43 18 17  conf  0.5534
43  r  59 27 16 18 17  conf  0.612
27  r  59 43 16 18 17  conf  0.6339
17  r  59 27 43 16 18 12  conf  0.5459
12  r  59 27 43 16 18 17  conf  0.546
18  r  59 27 43 16 12 17  conf  0.5468
16  r  59 27 43 18 12 17  conf  0.5533
43  r  59 27 16 18 12 17  conf  0.6119
27  r  59 43 16 18 12 17  conf  0.6338
12  r  59 27 43 16 18  conf  0.546
18  r  59 27 43 16 12  conf  0.5468
16  r  59 27 43 18 12  conf  0.5533
43  r  59 27 16 18 12  conf  0.6119
27  r  59 43 16 18 12  conf  0.6338
18  r  59 27 43 16  conf  0.5469
16  r  59 27 43 18  conf  0.5535
43  r  59 27 16 18  conf  0.612
27  r  59 43 16 18  conf  0.634
16  r  59 27 43  conf  0.5544
43  r  59 27 16  conf  0.6131
27  r  59 43 16  conf  0.6352
17  r  59 27 43 31  conf  0.5415
31  r  59 27 43 17  conf  0.5544
43  r  59 27 31 17  conf  0.6075
27  r  59 43 31 17  conf  0.6291
59  r  27 43 31 17  conf  0.6728
17  r  59 27 43 31 12  conf  0.5413
12  r  59 27 43 31 17  conf  0.5414
31  r  59 27 43 12 17  conf  0.5542
43  r  59 27 31 12 17  conf  0.6073
27  r  59 43 31 12 17  conf  0.629
59  r  27 43 31 12 17  conf  0.6719
12  r  59 27 43 31  conf  0.5415
31  r  59 27 43 12  conf  0.5543
43  r  59 27 31 12  conf  0.6074
27  r  59 43 31 12  conf  0.629
59  r  27 43 31 12  conf  0.6719
17  r  59 27 43 31 18  conf  0.5406
18  r  59 27 43 31 17  conf  0.5414
31  r  59 27 43 18 17  conf  0.5534
43  r  59 27 31 18 17  conf  0.6065
27  r  59 43 31 18 17  conf  0.628
59  r  27 43 31 18 17  conf  0.6711
17  r  59 27 43 31 18 12  conf  0.5405
12  r  59 27 43 31 18 17  conf  0.5406
18  r  59 27 43 31 12 17  conf  0.5413
31  r  59 27 43 18 12 17  conf  0.5533
43  r  59 27 31 18 12 17  conf  0.6064
27  r  59 43 31 18 12 17  conf  0.6279
59  r  27 43 31 18 12 17  conf  0.6708
12  r  59 27 43 31 18  conf  0.5406
18  r  59 27 43 31 12  conf  0.5413
31  r  59 27 43 18 12  conf  0.5533
43  r  59 27 31 18 12  conf  0.6064
27  r  59 43 31 18 12  conf  0.6279
59  r  27 43 31 18 12  conf  0.6708
18  r  59 27 43 31  conf  0.5415
31  r  59 27 43 18  conf  0.5535
43  r  59 27 31 18  conf  0.6065
27  r  59 43 31 18  conf  0.6281
59  r  27 43 31 18  conf  0.6711
17  r  59 27 43 31 16  conf  0.5346
16  r  59 27 43 31 17  conf  0.5414
31  r  59 27 43 16 17  conf  0.5469
43  r  59 27 31 16 17  conf  0.5994
27  r  59 43 31 16 17  conf  0.6201
59  r  27 43 31 16 17  conf  0.6623
17  r  59 27 43 31 16 12  conf  0.5345
12  r  59 27 43 31 16 17  conf  0.5346
16  r  59 27 43 31 12 17  conf  0.5413
31  r  59 27 43 16 12 17  conf  0.5468
43  r  59 27 31 16 12 17  conf  0.5992
27  r  59 43 31 16 12 17  conf  0.6199
59  r  27 43 31 16 12 17  conf  0.6619
12  r  59 27 43 31 16  conf  0.5346
16  r  59 27 43 31 12  conf  0.5413
31  r  59 27 43 16 12  conf  0.5468
43  r  59 27 31 16 12  conf  0.5993
27  r  59 43 31 16 12  conf  0.62
59  r  27 43 31 16 12  conf  0.662
17  r  59 27 43 31 16 18  conf  0.5338
18  r  59 27 43 31 16 17  conf  0.5346
16  r  59 27 43 31 18 17  conf  0.5406
31  r  59 27 43 16 18 17  conf  0.546
43  r  59 27 31 16 18 17  conf  0.5984
27  r  59 43 31 16 18 17  conf  0.619
59  r  27 43 31 16 18 17  conf  0.6611
17  r  59 27 43 31 16 18 12  conf  0.5337
12  r  59 27 43 31 16 18 17  conf  0.5337
18  r  59 27 43 31 16 12 17  conf  0.5345
16  r  59 27 43 31 18 12 17  conf  0.5404
31  r  59 27 43 16 18 12 17  conf  0.5458
43  r  59 27 31 16 18 12 17  conf  0.5983
27  r  59 43 31 16 18 12 17  conf  0.6188
59  r  27 43 31 16 18 12 17  conf  0.6608
12  r  59 27 43 31 16 18  conf  0.5338
18  r  59 27 43 31 16 12  conf  0.5345
16  r  59 27 43 31 18 12  conf  0.5405
31  r  59 27 43 16 18 12  conf  0.5459
43  r  59 27 31 16 18 12  conf  0.5983
27  r  59 43 31 16 18 12  conf  0.6189
59  r  27 43 31 16 18 12  conf  0.6609
18  r  59 27 43 31 16  conf  0.5346
16  r  59 27 43 31 18  conf  0.5406
31  r  59 27 43 16 18  conf  0.546
43  r  59 27 31 16 18  conf  0.5984
27  r  59 43 31 16 18  conf  0.619
59  r  27 43 31 16 18  conf  0.6611
16  r  59 27 43 31  conf  0.5415
31  r  59 27 43 16  conf  0.5469
43  r  59 27 31 16  conf  0.5994
27  r  59 43 31 16  conf  0.6201
59  r  27 43 31 16  conf  0.6623
31  r  59 27 43  conf  0.5544
43  r  59 27 31  conf  0.6075
27  r  59 43 31  conf  0.6292
59  r  27 43 31  conf  0.6729
17  r  59 27 43 21  conf  0.5309
21  r  59 27 43 17  conf  0.5544
43  r  59 27 21 17  conf  0.5957
27  r  59 43 21 17  conf  0.5823
17  r  59 27 43 21 12  conf  0.5307
12  r  59 27 43 21 17  conf  0.5308
21  r  59 27 43 12 17  conf  0.5542
43  r  59 27 21 12 17  conf  0.5956
27  r  59 43 21 12 17  conf  0.5821
12  r  59 27 43 21  conf  0.5309
21  r  59 27 43 12  conf  0.5543
43  r  59 27 21 12  conf  0.5956
27  r  59 43 21 12  conf  0.5822
17  r  59 27 43 21 18  conf  0.53
18  r  59 27 43 21 17  conf  0.5308
21  r  59 27 43 18 17  conf  0.5534
43  r  59 27 21 18 17  conf  0.5947
27  r  59 43 21 18 17  conf  0.5812
17  r  59 27 43 21 18 12  conf  0.5299
12  r  59 27 43 21 18 17  conf  0.5299
18  r  59 27 43 21 12 17  conf  0.5307
21  r  59 27 43 18 12 17  conf  0.5533
43  r  59 27 21 18 12 17  conf  0.5945
27  r  59 43 21 18 12 17  conf  0.5811
12  r  59 27 43 21 18  conf  0.53
18  r  59 27 43 21 12  conf  0.5307
21  r  59 27 43 18 12  conf  0.5533
43  r  59 27 21 18 12  conf  0.5946
27  r  59 43 21 18 12  conf  0.5811
18  r  59 27 43 21  conf  0.5309
21  r  59 27 43 18  conf  0.5535
43  r  59 27 21 18  conf  0.5947
27  r  59 43 21 18  conf  0.5813
17  r  59 27 43 21 16  conf  0.5236
16  r  59 27 43 21 17  conf  0.5308
21  r  59 27 43 16 17  conf  0.5469
43  r  59 27 21 16 17  conf  0.5871
27  r  59 43 21 16 17  conf  0.5731
17  r  59 27 43 21 16 12  conf  0.5235
12  r  59 27 43 21 16 17  conf  0.5235
16  r  59 27 43 21 12 17  conf  0.5307
21  r  59 27 43 16 12 17  conf  0.5468
43  r  59 27 21 16 12 17  conf  0.5869
27  r  59 43 21 16 12 17  conf  0.5729
12  r  59 27 43 21 16  conf  0.5236
16  r  59 27 43 21 12  conf  0.5307
21  r  59 27 43 16 12  conf  0.5468
43  r  59 27 21 16 12  conf  0.587
27  r  59 43 21 16 12  conf  0.573
17  r  59 27 43 21 16 18  conf  0.5227
18  r  59 27 43 21 16 17  conf  0.5235
16  r  59 27 43 21 18 17  conf  0.5299
21  r  59 27 43 16 18 17  conf  0.546
43  r  59 27 21 16 18 17  conf  0.586
27  r  59 43 21 16 18 17  conf  0.572
17  r  59 27 43 21 16 18 12  conf  0.5226
12  r  59 27 43 21 16 18 17  conf  0.5227
18  r  59 27 43 21 16 12 17  conf  0.5234
16  r  59 27 43 21 18 12 17  conf  0.5298
21  r  59 27 43 16 18 12 17  conf  0.5458
43  r  59 27 21 16 18 12 17  conf  0.5859
27  r  59 43 21 16 18 12 17  conf  0.5718
12  r  59 27 43 21 16 18  conf  0.5227
18  r  59 27 43 21 16 12  conf  0.5235
16  r  59 27 43 21 18 12  conf  0.5299
21  r  59 27 43 16 18 12  conf  0.5459
43  r  59 27 21 16 18 12  conf  0.586
27  r  59 43 21 16 18 12  conf  0.5719
18  r  59 27 43 21 16  conf  0.5236
16  r  59 27 43 21 18  conf  0.53
21  r  59 27 43 16 18  conf  0.546
43  r  59 27 21 16 18  conf  0.5861
27  r  59 43 21 16 18  conf  0.572
16  r  59 27 43 21  conf  0.5309
21  r  59 27 43 16  conf  0.5469
43  r  59 27 21 16  conf  0.5871
27  r  59 43 21 16  conf  0.5731
17  r  59 27 43 21 31  conf  0.5197
31  r  59 27 43 21 17  conf  0.5308
21  r  59 27 43 31 17  conf  0.5414
43  r  59 27 21 31 17  conf  0.5832
27  r  59 43 21 31 17  conf  0.5701
59  r  27 43 21 31 17  conf  0.6478
17  r  59 27 43 21 31 12  conf  0.5196
12  r  59 27 43 21 31 17  conf  0.5197
31  r  59 27 43 21 12 17  conf  0.5307
21  r  59 27 43 31 12 17  conf  0.5413
43  r  59 27 21 31 12 17  conf  0.5831
27  r  59 43 21 31 12 17  conf  0.57
59  r  27 43 21 31 12 17  conf  0.6468
12  r  59 27 43 21 31  conf  0.5197
31  r  59 27 43 21 12  conf  0.5307
21  r  59 27 43 31 12  conf  0.5413
43  r  59 27 21 31 12  conf  0.5831
27  r  59 43 21 31 12  conf  0.57
59  r  27 43 21 31 12  conf  0.6469
17  r  59 27 43 21 31 18  conf  0.5189
18  r  59 27 43 21 31 17  conf  0.5197
31  r  59 27 43 21 18 17  conf  0.5299
21  r  59 27 43 31 18 17  conf  0.5406
43  r  59 27 21 31 18 17  conf  0.5822
27  r  59 43 21 31 18 17  conf  0.5691
59  r  27 43 21 31 18 17  conf  0.6461
17  r  59 27 43 21 31 18 12  conf  0.5188
12  r  59 27 43 21 31 18 17  conf  0.5188
18  r  59 27 43 21 31 12 17  conf  0.5195
31  r  59 27 43 21 18 12 17  conf  0.5298
21  r  59 27 43 31 18 12 17  conf  0.5404
43  r  59 27 21 31 18 12 17  conf  0.5821
27  r  59 43 21 31 18 12 17  conf  0.5689
59  r  27 43 21 31 18 12 17  conf  0.6458
12  r  59 27 43 21 31 18  conf  0.5189
18  r  59 27 43 21 31 12  conf  0.5196
31  r  59 27 43 21 18 12  conf  0.5299
21  r  59 27 43 31 18 12  conf  0.5405
43  r  59 27 21 31 18 12  conf  0.5822
27  r  59 43 21 31 18 12  conf  0.569
59  r  27 43 21 31 18 12  conf  0.6459
18  r  59 27 43 21 31  conf  0.5197
31  r  59 27 43 21 18  conf  0.53
21  r  59 27 43 31 18  conf  0.5406
43  r  59 27 21 31 18  conf  0.5823
27  r  59 43 21 31 18  conf  0.5691
59  r  27 43 21 31 18  conf  0.6461
17  r  59 27 43 21 31 16  conf  0.5131
16  r  59 27 43 21 31 17  conf  0.5197
31  r  59 27 43 21 16 17  conf  0.5235
21  r  59 27 43 31 16 17  conf  0.5346
43  r  59 27 21 31 16 17  conf  0.5753
27  r  59 43 21 31 16 17  conf  0.5616
59  r  27 43 21 31 16 17  conf  0.6375
17  r  59 27 43 21 31 16 12  conf  0.5129
12  r  59 27 43 21 31 16 17  conf  0.513
16  r  59 27 43 21 31 12 17  conf  0.5195
31  r  59 27 43 21 16 12 17  conf  0.5234
21  r  59 27 43 31 16 12 17  conf  0.5345
43  r  59 27 21 31 16 12 17  conf  0.5752
27  r  59 43 21 31 16 12 17  conf  0.5614
59  r  27 43 21 31 16 12 17  conf  0.6371
12  r  59 27 43 21 31 16  conf  0.5131
16  r  59 27 43 21 31 12  conf  0.5196
31  r  59 27 43 21 16 12  conf  0.5235
21  r  59 27 43 31 16 12  conf  0.5345
43  r  59 27 21 31 16 12  conf  0.5752
27  r  59 43 21 31 16 12  conf  0.5615
59  r  27 43 21 31 16 12  conf  0.6372
17  r  59 27 43 21 31 16 18  conf  0.5122
18  r  59 27 43 21 31 16 17  conf  0.513
16  r  59 27 43 21 31 18 17  conf  0.5188
31  r  59 27 43 21 16 18 17  conf  0.5227
21  r  59 27 43 31 16 18 17  conf  0.5337
43  r  59 27 21 31 16 18 17  conf  0.5743
27  r  59 43 21 31 16 18 17  conf  0.5605
59  r  27 43 21 31 16 18 17  conf  0.6364
17  r  59 27 43 21 31 16 18 12  conf  0.5121
12  r  59 27 43 21 31 16 18 17  conf  0.5122
18  r  59 27 43 21 31 16 12 17  conf  0.5129
16  r  59 27 43 21 31 18 12 17  conf  0.5187
31  r  59 27 43 21 16 18 12 17  conf  0.5225
21  r  59 27 43 31 16 18 12 17  conf  0.5336
43  r  59 27 21 31 16 18 12 17  conf  0.5742
27  r  59 43 21 31 16 18 12 17  conf  0.5604
59  r  27 43 21 31 16 18 12 17  conf  0.6361
12  r  59 27 43 21 31 16 18  conf  0.5122
18  r  59 27 43 21 31 16 12  conf  0.5129
16  r  59 27 43 21 31 18 12  conf  0.5188
31  r  59 27 43 21 16 18 12  conf  0.5226
21  r  59 27 43 31 16 18 12  conf  0.5337
43  r  59 27 21 31 16 18 12  conf  0.5743
27  r  59 43 21 31 16 18 12  conf  0.5605
59  r  27 43 21 31 16 18 12  conf  0.6362
18  r  59 27 43 21 31 16  conf  0.5131
16  r  59 27 43 21 31 18  conf  0.5189
31  r  59 27 43 21 16 18  conf  0.5227
21  r  59 27 43 31 16 18  conf  0.5338
43  r  59 27 21 31 16 18  conf  0.5744
27  r  59 43 21 31 16 18  conf  0.5606
59  r  27 43 21 31 16 18  conf  0.6364
16  r  59 27 43 21 31  conf  0.5197
31  r  59 27 43 21 16  conf  0.5236
21  r  59 27 43 31 16  conf  0.5346
43  r  59 27 21 31 16  conf  0.5753
27  r  59 43 21 31 16  conf  0.5616
59  r  27 43 21 31 16  conf  0.6376
31  r  59 27 43 21  conf  0.5309
21  r  59 27 43 31  conf  0.5415
43  r  59 27 21 31  conf  0.5833
27  r  59 43 21 31  conf  0.5702
59  r  27 43 21 31  conf  0.6478
21  r  59 27 43  conf  0.5544
43  r  59 27 21  conf  0.5958
27  r  59 43 21  conf  0.5824
29  r  59 27 43 17  conf  0.5544
43  r  59 27 29 17  conf  0.553
27  r  59 43 29 17  conf  0.5741
29  r  59 27 43 12 17  conf  0.5542
43  r  59 27 29 12 17  conf  0.5528
27  r  59 43 29 12 17  conf  0.574
29  r  59 27 43 12  conf  0.5543
43  r  59 27 29 12  conf  0.5529
27  r  59 43 29 12  conf  0.574
29  r  59 27 43 18 17  conf  0.5534
43  r  59 27 29 18 17  conf  0.5519
27  r  59 43 29 18 17  conf  0.573
29  r  59 27 43 18 12 17  conf  0.5533
43  r  59 27 29 18 12 17  conf  0.5518
27  r  59 43 29 18 12 17  conf  0.5729
29  r  59 27 43 18 12  conf  0.5533
43  r  59 27 29 18 12  conf  0.5519
27  r  59 43 29 18 12  conf  0.5729
29  r  59 27 43 18  conf  0.5535
43  r  59 27 29 18  conf  0.552
27  r  59 43 29 18  conf  0.5731
29  r  59 27 43 16 17  conf  0.5469
43  r  59 27 29 16 17  conf  0.5444
27  r  59 43 29 16 17  conf  0.5647
29  r  59 27 43 16 12 17  conf  0.5468
43  r  59 27 29 16 12 17  conf  0.5443
27  r  59 43 29 16 12 17  conf  0.5645
29  r  59 27 43 16 12  conf  0.5468
43  r  59 27 29 16 12  conf  0.5444
27  r  59 43 29 16 12  conf  0.5646
29  r  59 27 43 16 18 17  conf  0.546
43  r  59 27 29 16 18 17  conf  0.5434
27  r  59 43 29 16 18 17  conf  0.5636
29  r  59 27 43 16 18 12 17  conf  0.5458
43  r  59 27 29 16 18 12 17  conf  0.5433
27  r  59 43 29 16 18 12 17  conf  0.5634
29  r  59 27 43 16 18 12  conf  0.5459
43  r  59 27 29 16 18 12  conf  0.5434
27  r  59 43 29 16 18 12  conf  0.5635
29  r  59 27 43 16 18  conf  0.546
43  r  59 27 29 16 18  conf  0.5435
27  r  59 43 29 16 18  conf  0.5636
29  r  59 27 43 16  conf  0.5469
43  r  59 27 29 16  conf  0.5445
27  r  59 43 29 16  conf  0.5647
29  r  59 27 43 31 17  conf  0.5414
43  r  59 27 29 31 17  conf  0.5405
27  r  59 43 29 31 17  conf  0.5605
59  r  27 43 29 31 17  conf  0.5917
29  r  59 27 43 31 12 17  conf  0.5413
43  r  59 27 29 31 12 17  conf  0.5403
27  r  59 43 29 31 12 17  conf  0.5604
59  r  27 43 29 31 12 17  conf  0.5908
29  r  59 27 43 31 12  conf  0.5413
43  r  59 27 29 31 12  conf  0.5404
27  r  59 43 29 31 12  conf  0.5604
59  r  27 43 29 31 12  conf  0.5909
29  r  59 27 43 31 18 17  conf  0.5406
43  r  59 27 29 31 18 17  conf  0.5395
27  r  59 43 29 31 18 17  conf  0.5595
59  r  27 43 29 31 18 17  conf  0.5901
29  r  59 27 43 31 18 12 17  conf  0.5404
43  r  59 27 29 31 18 12 17  conf  0.5394
27  r  59 43 29 31 18 12 17  conf  0.5593
59  r  27 43 29 31 18 12 17  conf  0.5898
29  r  59 27 43 31 18 12  conf  0.5405
43  r  59 27 29 31 18 12  conf  0.5394
27  r  59 43 29 31 18 12  conf  0.5594
59  r  27 43 29 31 18 12  conf  0.5899
29  r  59 27 43 31 18  conf  0.5406
43  r  59 27 29 31 18  conf  0.5396
27  r  59 43 29 31 18  conf  0.5595
59  r  27 43 29 31 18  conf  0.5901
29  r  59 27 43 31 16 17  conf  0.5346
43  r  59 27 29 31 16 17  conf  0.5327
27  r  59 43 29 31 16 17  conf  0.5518
59  r  27 43 29 31 16 17  conf  0.5819
29  r  59 27 43 31 16 12 17  conf  0.5345
43  r  59 27 29 31 16 12 17  conf  0.5325
27  r  59 43 29 31 16 12 17  conf  0.5517
59  r  27 43 29 31 16 12 17  conf  0.5815
29  r  59 27 43 31 16 12  conf  0.5345
43  r  59 27 29 31 16 12  conf  0.5326
27  r  59 43 29 31 16 12  conf  0.5517
59  r  27 43 29 31 16 12  conf  0.5816
29  r  59 27 43 31 16 18 17  conf  0.5337
43  r  59 27 29 31 16 18 17  conf  0.5317
27  r  59 43 29 31 16 18 17  conf  0.5508
59  r  27 43 29 31 16 18 17  conf  0.5808
29  r  59 27 43 31 16 18 12 17  conf  0.5336
43  r  59 27 29 31 16 18 12 17  conf  0.5316
27  r  59 43 29 31 16 18 12 17  conf  0.5506
59  r  27 43 29 31 16 18 12 17  conf  0.5805
29  r  59 27 43 31 16 18 12  conf  0.5337
43  r  59 27 29 31 16 18 12  conf  0.5317
27  r  59 43 29 31 16 18 12  conf  0.5507
59  r  27 43 29 31 16 18 12  conf  0.5806
29  r  59 27 43 31 16 18  conf  0.5338
43  r  59 27 29 31 16 18  conf  0.5318
27  r  59 43 29 31 16 18  conf  0.5508
59  r  27 43 29 31 16 18  conf  0.5808
29  r  59 27 43 31 16  conf  0.5346
43  r  59 27 29 31 16  conf  0.5327
27  r  59 43 29 31 16  conf  0.5519
59  r  27 43 29 31 16  conf  0.5819
29  r  59 27 43 31  conf  0.5415
43  r  59 27 29 31  conf  0.5405
27  r  59 43 29 31  conf  0.5606
59  r  27 43 29 31  conf  0.5917
29  r  59 27 43 21 17  conf  0.5308
43  r  59 27 29 21 17  conf  0.5318
27  r  59 43 29 21 17  conf  0.5223
29  r  59 27 43 21 12 17  conf  0.5307
43  r  59 27 29 21 12 17  conf  0.5317
27  r  59 43 29 21 12 17  conf  0.5222
29  r  59 27 43 21 12  conf  0.5307
43  r  59 27 29 21 12  conf  0.5317
27  r  59 43 29 21 12  conf  0.5222
29  r  59 27 43 21 18 17  conf  0.5299
43  r  59 27 29 21 18 17  conf  0.5308
27  r  59 43 29 21 18 17  conf  0.5213
29  r  59 27 43 21 18 12 17  conf  0.5298
43  r  59 27 29 21 18 12 17  conf  0.5307
27  r  59 43 29 21 18 12 17  conf  0.5211
29  r  59 27 43 21 18 12  conf  0.5299
43  r  59 27 29 21 18 12  conf  0.5307
27  r  59 43 29 21 18 12  conf  0.5212
29  r  59 27 43 21 18  conf  0.53
43  r  59 27 29 21 18  conf  0.5309
27  r  59 43 29 21 18  conf  0.5213
29  r  59 27 43 21 16 17  conf  0.5235
43  r  59 27 29 21 16 17  conf  0.5235
27  r  59 43 29 21 16 17  conf  0.5134
29  r  59 27 43 21 16 12 17  conf  0.5234
43  r  59 27 29 21 16 12 17  conf  0.5234
27  r  59 43 29 21 16 12 17  conf  0.5133
29  r  59 27 43 21 16 12  conf  0.5235
43  r  59 27 29 21 16 12  conf  0.5234
27  r  59 43 29 21 16 12  conf  0.5133
29  r  59 27 43 21 16 18 17  conf  0.5227
43  r  59 27 29 21 16 18 17  conf  0.5225
27  r  59 43 29 21 16 18 17  conf  0.5124
29  r  59 27 43 21 16 18 12 17  conf  0.5225
43  r  59 27 29 21 16 18 12 17  conf  0.5224
27  r  59 43 29 21 16 18 12 17  conf  0.5122
29  r  59 27 43 21 16 18 12  conf  0.5226
43  r  59 27 29 21 16 18 12  conf  0.5225
27  r  59 43 29 21 16 18 12  conf  0.5123
29  r  59 27 43 21 16 18  conf  0.5227
43  r  59 27 29 21 16 18  conf  0.5226
27  r  59 43 29 21 16 18  conf  0.5124
29  r  59 27 43 21 16  conf  0.5236
43  r  59 27 29 21 16  conf  0.5236
27  r  59 43 29 21 16  conf  0.5135
29  r  59 27 43 21 31 17  conf  0.5197
43  r  59 27 29 21 31 17  conf  0.5208
27  r  59 43 29 21 31 17  conf  0.5115
59  r  27 43 29 21 31 17  conf  0.5714
29  r  59 27 43 21 31 12 17  conf  0.5195
43  r  59 27 29 21 31 12 17  conf  0.5206
27  r  59 43 29 21 31 12 17  conf  0.5114
59  r  27 43 29 21 31 12 17  conf  0.5706
29  r  59 27 43 21 31 12  conf  0.5196
43  r  59 27 29 21 31 12  conf  0.5207
27  r  59 43 29 21 31 12  conf  0.5114
59  r  27 43 29 21 31 12  conf  0.5707
29  r  59 27 43 21 31 18 17  conf  0.5188
43  r  59 27 29 21 31 18 17  conf  0.5198
27  r  59 43 29 21 31 18 17  conf  0.5105
59  r  27 43 29 21 31 18 17  conf  0.5699
29  r  59 27 43 21 31 18 12 17  conf  0.5187
43  r  59 27 29 21 31 18 12 17  conf  0.5197
27  r  59 43 29 21 31 18 12 17  conf  0.5104
59  r  27 43 29 21 31 18 12 17  conf  0.5697
29  r  59 27 43 21 31 18 12  conf  0.5188
43  r  59 27 29 21 31 18 12  conf  0.5198
27  r  59 43 29 21 31 18 12  conf  0.5104
59  r  27 43 29 21 31 18 12  conf  0.5697
29  r  59 27 43 21 31 18  conf  0.5189
43  r  59 27 29 21 31 18  conf  0.5199
27  r  59 43 29 21 31 18  conf  0.5106
59  r  27 43 29 21 31 18  conf  0.57
29  r  59 27 43 21 31 16 17  conf  0.513
43  r  59 27 29 21 31 16 17  conf  0.5132
27  r  59 43 29 21 31 16 17  conf  0.5033
59  r  27 43 29 21 31 16 17  conf  0.5619
29  r  59 27 43 21 31 16 12 17  conf  0.5129
43  r  59 27 29 21 31 16 12 17  conf  0.5131
27  r  59 43 29 21 31 16 12 17  conf  0.5031
59  r  27 43 29 21 31 16 12 17  conf  0.5616
29  r  59 27 43 21 31 16 12  conf  0.5129
43  r  59 27 29 21 31 16 12  conf  0.5131
27  r  59 43 29 21 31 16 12  conf  0.5032
59  r  27 43 29 21 31 16 12  conf  0.5617
29  r  59 27 43 21 31 16 18 17  conf  0.5122
43  r  59 27 29 21 31 16 18 17  conf  0.5123
