0.5698
17  r    conf  1.0
18  r  28 15 31  conf  0.6118
31  r  28 15 18  conf  0.6374
15  r  28 31 18  conf  0.7521
28  r  15 31 18  conf  0.7543
16  r  28 15 31 17  conf  0.6117
31  r  28 15 16 17  conf  0.6233
15  r  28 31 16 17  conf  0.7384
28  r  15 31 16 17  conf  0.7438
16  r  28 15 31 12 17  conf  0.6108
31  r  28 15 16 12 17  conf  0.6229
15  r  28 31 16 12 17  conf  0.738
28  r  15 31 16 12 17  conf  0.7434
16  r  28 15 31 12  conf  0.6109
31  r  28 15 16 12  conf  0.623
15  r  28 31 16 12  conf  0.7381
28  r  15 31 16 12  conf  0.7434
16  r  28 15 31 18 17  conf  0.6096
31  r  28 15 16 18 17  conf  0.6215
15  r  28 31 16 18 17  conf  0.7367
28  r  15 31 16 18 17  conf  0.7422
16  r  28 15 31 18 12 17  conf  0.6095
31  r  28 15 16 18 12 17  conf  0.6213
15  r  28 31 16 18 12 17  conf  0.7364
28  r  15 31 16 18 12 17  conf  0.7419
16  r  28 15 31 18 12  conf  0.6095
31  r  28 15 16 18 12  conf  0.6214
15  r  28 31 16 18 12  conf  0.7365
28  r  15 31 16 18 12  conf  0.742
16  r  28 15 31 18  conf  0.6097
31  r  28 15 16 18  conf  0.6216
15  r  28 31 16 18  conf  0.7368
28  r  15 31 16 18  conf  0.7422
16  r  28 15 31  conf  0.6118
31  r  28 15 16  conf  0.6233
15  r  28 31 16  conf  0.7385
28  r  15 31 16  conf  0.7439
31  r  28 15  conf  0.6399
15  r  28 31  conf  0.7545
28  r  15 31  conf  0.7567
21  r  28 15 17  conf  0.6398
15  r  28 21 17  conf  0.6948
21  r  28 15 12 17  conf  0.6387
15  r  28 21 12 17  conf  0.6939
21  r  28 15 12  conf  0.6388
15  r  28 21 12  conf  0.6939
21  r  28 15 18 17  conf  0.6373
15  r  28 21 18 17  conf  0.6924
21  r  28 15 18 12 17  conf  0.6371
15  r  28 21 18 12 17  conf  0.6921
21  r  28 15 18 12  conf  0.6372
15  r  28 21 18 12  conf  0.6922
21  r  28 15 18  conf  0.6374
15  r  28 21 18  conf  0.6925
21  r  28 15 16 17  conf  0.6233
15  r  28 21 16 17  conf  0.6753
21  r  28 15 16 12 17  conf  0.6229
15  r  28 21 16 12 17  conf  0.6749
21  r  28 15 16 12  conf  0.623
15  r  28 21 16 12  conf  0.675
21  r  28 15 16 18 17  conf  0.6215
15  r  28 21 16 18 17  conf  0.6735
21  r  28 15 16 18 12 17  conf  0.6213
15  r  28 21 16 18 12 17  conf  0.6732
21  r  28 15 16 18 12  conf  0.6214
15  r  28 21 16 18 12  conf  0.6733
21  r  28 15 16 18  conf  0.6216
15  r  28 21 16 18  conf  0.6735
21  r  28 15 16  conf  0.6233
15  r  28 21 16  conf  0.6754
21  r  28 15 31 17  conf  0.6117
15  r  28 21 31 17  conf  0.6628
21  r  28 15 31 12 17  conf  0.6108
15  r  28 21 31 12 17  conf  0.6619
21  r  28 15 31 12  conf  0.6109
15  r  28 21 31 12  conf  0.662
21  r  28 15 31 18 17  conf  0.6096
15  r  28 21 31 18 17  conf  0.6607
21  r  28 15 31 18 12 17  conf  0.6095
15  r  28 21 31 18 12 17  conf  0.6604
21  r  28 15 31 18 12  conf  0.6095
15  r  28 21 31 18 12  conf  0.6605
21  r  28 15 31 18  conf  0.6097
15  r  28 21 31 18  conf  0.6608
15  r  28 21 31 16 17  conf  0.648
15  r  28 21 31 16 12 17  conf  0.6477
15  r  28 21 31 16 12  conf  0.6477
15  r  28 21 31 16 18 17  conf  0.6464
15  r  28 21 31 16 18 12 17  conf  0.6462
15  r  28 21 31 16 18 12  conf  0.6463
15  r  28 21 31 16 18  conf  0.6465
15  r  28 21 31 16  conf  0.6481
21  r  28 15 31  conf  0.6118
15  r  28 21 31  conf  0.6628
21  r  28 15  conf  0.6399
15  r  28 21  conf  0.6949
29  r  28 15 17  conf  0.6398
15  r  28 29 17  conf  0.6921
29  r  28 15 12 17  conf  0.6387
15  r  28 29 12 17  conf  0.6911
29  r  28 15 12  conf  0.6388
15  r  28 29 12  conf  0.6912
29  r  28 15 18 17  conf  0.6373
15  r  28 29 18 17  conf  0.6896
29  r  28 15 18 12 17  conf  0.6371
15  r  28 29 18 12 17  conf  0.6893
29  r  28 15 18 12  conf  0.6372
15  r  28 29 18 12  conf  0.6894
29  r  28 15 18  conf  0.6374
15  r  28 29 18  conf  0.6897
29  r  28 15 16 17  conf  0.6233
15  r  28 29 16 17  conf  0.6722
29  r  28 15 16 12 17  conf  0.6229
15  r  28 29 16 12 17  conf  0.6718
29  r  28 15 16 12  conf  0.623
15  r  28 29 16 12  conf  0.6718
29  r  28 15 16 18 17  conf  0.6215
15  r  28 29 16 18 17  conf  0.6703
29  r  28 15 16 18 12 17  conf  0.6213
15  r  28 29 16 18 12 17  conf  0.67
29  r  28 15 16 18 12  conf  0.6214
15  r  28 29 16 18 12  conf  0.6701
29  r  28 15 16 18  conf  0.6216
15  r  28 29 16 18  conf  0.6703
29  r  28 15 16  conf  0.6233
15  r  28 29 16  conf  0.6723
29  r  28 15 31 17  conf  0.6117
15  r  28 29 31 17  conf  0.6573
28  r  15 29 31 17  conf  0.663
29  r  28 15 31 12 17  conf  0.6108
15  r  28 29 31 12 17  conf  0.6565
28  r  15 29 31 12 17  conf  0.6619
29  r  28 15 31 12  conf  0.6109
15  r  28 29 31 12  conf  0.6566
28  r  15 29 31 12  conf  0.6619
29  r  28 15 31 18 17  conf  0.6096
15  r  28 29 31 18 17  conf  0.6552
28  r  15 29 31 18 17  conf  0.6608
29  r  28 15 31 18 12 17  conf  0.6095
15  r  28 29 31 18 12 17  conf  0.655
28  r  15 29 31 18 12 17  conf  0.6605
29  r  28 15 31 18 12  conf  0.6095
15  r  28 29 31 18 12  conf  0.6551
28  r  15 29 31 18 12  conf  0.6606
29  r  28 15 31 18  conf  0.6097
15  r  28 29 31 18  conf  0.6553
28  r  15 29 31 18  conf  0.6608
15  r  28 29 31 16 17  conf  0.6423
15  r  28 29 31 16 12 17  conf  0.642
15  r  28 29 31 16 12  conf  0.642
15  r  28 29 31 16 18 17  conf  0.6407
15  r  28 29 31 16 18 12 17  conf  0.6405
15  r  28 29 31 16 18 12  conf  0.6405
15  r  28 29 31 16 18  conf  0.6408
15  r  28 29 31 16  conf  0.6424
29  r  28 15 31  conf  0.6118
15  r  28 29 31  conf  0.6574
28  r  15 29 31  conf  0.663
15  r  28 29 21 17  conf  0.6118
15  r  28 29 21 12 17  conf  0.611
15  r  28 29 21 12  conf  0.611
15  r  28 29 21 18 17  conf  0.6096
15  r  28 29 21 18 12 17  conf  0.6093
15  r  28 29 21 18 12  conf  0.6094
15  r  28 29 21 18  conf  0.6097
15  r  28 29 21  conf  0.6119
29  r  28 15  conf  0.6399
15  r  28 29  conf  0.6922
43  r  28 15 17  conf  0.6398
15  r  28 43 17  conf  0.6837
28  r  15 43 17  conf  0.6869
43  r  28 15 12 17  conf  0.6387
15  r  28 43 12 17  conf  0.6827
28  r  15 43 12 17  conf  0.6856
43  r  28 15 12  conf  0.6388
15  r  28 43 12  conf  0.6828
28  r  15 43 12  conf  0.6857
43  r  28 15 18 17  conf  0.6373
15  r  28 43 18 17  conf  0.6815
28  r  15 43 18 17  conf  0.6845
43  r  28 15 18 12 17  conf  0.6371
15  r  28 43 18 12 17  conf  0.6812
28  r  15 43 18 12 17  conf  0.6842
43  r  28 15 18 12  conf  0.6372
15  r  28 43 18 12  conf  0.6813
28  r  15 43 18 12  conf  0.6843
43  r  28 15 18  conf  0.6374
15  r  28 43 18  conf  0.6815
28  r  15 43 18  conf  0.6846
43  r  28 15 16 17  conf  0.6233
15  r  28 43 16 17  conf  0.6666
43  r  28 15 16 12 17  conf  0.6229
15  r  28 43 16 12 17  conf  0.6662
43  r  28 15 16 12  conf  0.623
15  r  28 43 16 12  conf  0.6663
43  r  28 15 16 18 17  conf  0.6215
15  r  28 43 16 18 17  conf  0.6649
43  r  28 15 16 18 12 17  conf  0.6213
15  r  28 43 16 18 12 17  conf  0.6647
43  r  28 15 16 18 12  conf  0.6214
15  r  28 43 16 18 12  conf  0.6648
43  r  28 15 16 18  conf  0.6216
15  r  28 43 16 18  conf  0.665
43  r  28 15 16  conf  0.6233
15  r  28 43 16  conf  0.6667
43  r  28 15 31 17  conf  0.6117
15  r  28 43 31 17  conf  0.6499
28  r  15 43 31 17  conf  0.6492
43  r  28 15 31 12 17  conf  0.6108
15  r  28 43 31 12 17  conf  0.6491
28  r  15 43 31 12 17  conf  0.6481
43  r  28 15 31 12  conf  0.6109
15  r  28 43 31 12  conf  0.6492
28  r  15 43 31 12  conf  0.6482
43  r  28 15 31 18 17  conf  0.6096
15  r  28 43 31 18 17  conf  0.648
28  r  15 43 31 18 17  conf  0.6472
43  r  28 15 31 18 12 17  conf  0.6095
15  r  28 43 31 18 12 17  conf  0.6478
28  r  15 43 31 18 12 17  conf  0.6469
43  r  28 15 31 18 12  conf  0.6095
15  r  28 43 31 18 12  conf  0.6478
28  r  15 43 31 18 12  conf  0.647
43  r  28 15 31 18  conf  0.6097
15  r  28 43 31 18  conf  0.6481
28  r  15 43 31 18  conf  0.6472
15  r  28 43 31 16 17  conf  0.637
28  r  15 43 31 16 17  conf  0.6387
15  r  28 43 31 16 12 17  conf  0.6367
28  r  15 43 31 16 12 17  conf  0.6383
15  r  28 43 31 16 12  conf  0.6368
28  r  15 43 31 16 12  conf  0.6384
15  r  28 43 31 16 18 17  conf  0.6356
28  r  15 43 31 16 18 17  conf  0.6373
15  r  28 43 31 16 18 12 17  conf  0.6354
28  r  15 43 31 16 18 12 17  conf  0.6371
15  r  28 43 31 16 18 12  conf  0.6355
28  r  15 43 31 16 18 12  conf  0.6372
15  r  28 43 31 16 18  conf  0.6357
28  r  15 43 31 16 18  conf  0.6374
15  r  28 43 31 16  conf  0.6371
28  r  15 43 31 16  conf  0.6387
43  r  28 15 31  conf  0.6118
15  r  28 43 31  conf  0.65
28  r  15 43 31  conf  0.6493
43  r  28 15  conf  0.6399
15  r  28 43  conf  0.6838
28  r  15 43  conf  0.687
27  r  28 15 17  conf  0.6398
15  r  28 27 17  conf  0.6538
27  r  28 15 12 17  conf  0.6387
15  r  28 27 12 17  conf  0.6529
27  r  28 15 12  conf  0.6388
15  r  28 27 12  conf  0.653
27  r  28 15 18 17  conf  0.6373
15  r  28 27 18 17  conf  0.6517
27  r  28 15 18 12 17  conf  0.6371
15  r  28 27 18 12 17  conf  0.6515
27  r  28 15 18 12  conf  0.6372
15  r  28 27 18 12  conf  0.6516
27  r  28 15 18  conf  0.6374
15  r  28 27 18  conf  0.6518
27  r  28 15 16 17  conf  0.6233
15  r  28 27 16 17  conf  0.6372
27  r  28 15 16 12 17  conf  0.6229
15  r  28 27 16 12 17  conf  0.6369
27  r  28 15 16 12  conf  0.623
15  r  28 27 16 12  conf  0.637
27  r  28 15 16 18 17  conf  0.6215
15  r  28 27 16 18 17  conf  0.6357
27  r  28 15 16 18 12 17  conf  0.6213
15  r  28 27 16 18 12 17  conf  0.6355
27  r  28 15 16 18 12  conf  0.6214
15  r  28 27 16 18 12  conf  0.6355
27  r  28 15 16 18  conf  0.6216
15  r  28 27 16 18  conf  0.6357
27  r  28 15 16  conf  0.6233
15  r  28 27 16  conf  0.6373
27  r  28 15 31 17  conf  0.6117
15  r  28 27 31 17  conf  0.6228
27  r  28 15 31 12 17  conf  0.6108
15  r  28 27 31 12 17  conf  0.6221
27  r  28 15 31 12  conf  0.6109
15  r  28 27 31 12  conf  0.6221
27  r  28 15 31 18 17  conf  0.6096
15  r  28 27 31 18 17  conf  0.621
27  r  28 15 31 18 12 17  conf  0.6095
15  r  28 27 31 18 12 17  conf  0.6208
27  r  28 15 31 18 12  conf  0.6095
15  r  28 27 31 18 12  conf  0.6209
27  r  28 15 31 18  conf  0.6097
15  r  28 27 31 18  conf  0.6211
15  r  28 27 31 16 17  conf  0.6105
15  r  28 27 31 16 12 17  conf  0.6102
15  r  28 27 31 16 12  conf  0.6103
15  r  28 27 31 16 18 17  conf  0.6092
15  r  28 27 31 16 18 12 17  conf  0.609
15  r  28 27 31 16 18 12  conf  0.6091
15  r  28 27 31 16 18  conf  0.6093
15  r  28 27 31 16  conf  0.6106
27  r  28 15 31  conf  0.6118
15  r  28 27 31  conf  0.6229
15  r  28 27 21 17  conf  0.6234
15  r  28 27 21 12 17  conf  0.6225
15  r  28 27 21 12  conf  0.6226
15  r  28 27 21 18 17  conf  0.6213
15  r  28 27 21 18 12 17  conf  0.6211
15  r  28 27 21 18 12  conf  0.6212
15  r  28 27 21 18  conf  0.6214
15  r  28 27 21 16 17  conf  0.6075
15  r  28 27 21 16 12 17  conf  0.6071
15  r  28 27 21 16 12  conf  0.6072
15  r  28 27 21 16 18 17  conf  0.6059
15  r  28 27 21 16 18 12 17  conf  0.6058
15  r  28 27 21 16 18 12  conf  0.6058
15  r  28 27 21 16 18  conf  0.606
15  r  28 27 21 16  conf  0.6075
15  r  28 27 21  conf  0.6234
27  r  28 15  conf  0.6399
15  r  28 27  conf  0.6539
24  r  28 15 17  conf  0.6398
15  r  28 24 17  conf  0.6443
28  r  15 24 17  conf  0.6438
24  r  28 15 12 17  conf  0.6387
15  r  28 24 12 17  conf  0.6433
28  r  15 24 12 17  conf  0.6426
24  r  28 15 12  conf  0.6388
15  r  28 24 12  conf  0.6434
28  r  15 24 12  conf  0.6427
24  r  28 15 18 17  conf  0.6373
15  r  28 24 18 17  conf  0.642
28  r  15 24 18 17  conf  0.6415
24  r  28 15 18 12 17  conf  0.6371
15  r  28 24 18 12 17  conf  0.6418
28  r  15 24 18 12 17  conf  0.6412
24  r  28 15 18 12  conf  0.6372
15  r  28 24 18 12  conf  0.6418
28  r  15 24 18 12  conf  0.6413
24  r  28 15 18  conf  0.6374
15  r  28 24 18  conf  0.6421
28  r  15 24 18  conf  0.6416
24  r  28 15 16 17  conf  0.6233
15  r  28 24 16 17  conf  0.6268
24  r  28 15 16 12 17  conf  0.6229
15  r  28 24 16 12 17  conf  0.6264
24  r  28 15 16 12  conf  0.623
15  r  28 24 16 12  conf  0.6265
24  r  28 15 16 18 17  conf  0.6215
15  r  28 24 16 18 17  conf  0.6251
24  r  28 15 16 18 12 17  conf  0.6213
15  r  28 24 16 18 12 17  conf  0.6248
24  r  28 15 16 18 12  conf  0.6214
15  r  28 24 16 18 12  conf  0.6249
24  r  28 15 16 18  conf  0.6216
15  r  28 24 16 18  conf  0.6251
24  r  28 15 16  conf  0.6233
15  r  28 24 16  conf  0.6269
24  r  28 15 31 17  conf  0.6117
15  r  28 24 31 17  conf  0.6141
28  r  15 24 31 17  conf  0.6094
24  r  28 15 31 12 17  conf  0.6108
15  r  28 24 31 12 17  conf  0.6133
28  r  15 24 31 12 17  conf  0.6084
24  r  28 15 31 12  conf  0.6109
15  r  28 24 31 12  conf  0.6133
28  r  15 24 31 12  conf  0.6085
24  r  28 15 31 18 17  conf  0.6096
15  r  28 24 31 18 17  conf  0.6122
28  r  15 24 31 18 17  conf  0.6074
24  r  28 15 31 18 12 17  conf  0.6095
15  r  28 24 31 18 12 17  conf  0.6119
28  r  15 24 31 18 12 17  conf  0.6072
24  r  28 15 31 18 12  conf  0.6095
15  r  28 24 31 18 12  conf  0.612
28  r  15 24 31 18 12  conf  0.6073
24  r  28 15 31 18  conf  0.6097
15  r  28 24 31 18  conf  0.6122
28  r  15 24 31 18  conf  0.6075
15  r  28 24 31 16 17  conf  0.6009
15  r  28 24 31 16 12 17  conf  0.6006
15  r  28 24 31 16 12  conf  0.6007
15  r  28 24 31 16  conf  0.601
24  r  28 15 31  conf  0.6118
15  r  28 24 31  conf  0.6141
28  r  15 24 31  conf  0.6094
24  r  28 15  conf  0.6399
15  r  28 24  conf  0.6443
28  r  15 24  conf  0.6439
15  r  28  conf  0.7954
17  r  41  conf  0.7778
17  r  41 12  conf  0.7768
12  r  41 17  conf  0.7777
12  r  41  conf  0.7778
17  r  41 18  conf  0.7755
18  r  41 17  conf  0.7777
17  r  41 18 12  conf  0.7752
12  r  41 18 17  conf  0.7754
18  r  41 12 17  conf  0.7767
12  r  41 18  conf  0.7755
18  r  41 12  conf  0.7768
18  r  41  conf  0.7778
17  r  41 16  conf  0.7628
16  r  41 17  conf  0.7777
17  r  41 16 12  conf  0.7625
12  r  41 16 17  conf  0.7628
16  r  41 12 17  conf  0.7767
12  r  41 16  conf  0.7628
16  r  41 12  conf  0.7768
17  r  41 16 18  conf  0.7612
18  r  41 16 17  conf  0.7628
16  r  41 18 17  conf  0.7754
17  r  41 16 18 12  conf  0.7609
12  r  41 16 18 17  conf  0.7611
18  r  41 16 12 17  conf  0.7624
16  r  41 18 12 17  conf  0.7751
12  r  41 16 18  conf  0.7612
18  r  41 16 12  conf  0.7625
16  r  41 18 12  conf  0.7752
18  r  41 16  conf  0.7628
16  r  41 18  conf  0.7755
16  r  41  conf  0.7778
17  r  41 31  conf  0.7508
31  r  41 17  conf  0.7777
41  r  31 17  conf  0.9348
17  r  41 31 12  conf  0.7498
12  r  41 31 17  conf  0.7507
31  r  41 12 17  conf  0.7767
41  r  31 12 17  conf  0.9334
12  r  41 31  conf  0.7508
31  r  41 12  conf  0.7768
41  r  31 12  conf  0.9334
17  r  41 31 18  conf  0.7486
18  r  41 31 17  conf  0.7507
31  r  41 18 17  conf  0.7754
41  r  31 18 17  conf  0.9321
17  r  41 31 18 12  conf  0.7484
12  r  41 31 18 17  conf  0.7485
18  r  41 31 12 17  conf  0.7497
31  r  41 18 12 17  conf  0.7751
41  r  31 18 12 17  conf  0.9317
12  r  41 31 18  conf  0.7486
18  r  41 31 12  conf  0.7498
31  r  41 18 12  conf  0.7752
41  r  31 18 12  conf  0.9317
18  r  41 31  conf  0.7508
31  r  41 18  conf  0.7755
41  r  31 18  conf  0.9322
17  r  41 31 16  conf  0.7378
16  r  41 31 17  conf  0.7507
31  r  41 16 17  conf  0.7628
41  r  31 16 17  conf  0.9177
17  r  41 31 16 12  conf  0.7375
12  r  41 31 16 17  conf  0.7377
16  r  41 31 12 17  conf  0.7497
31  r  41 16 12 17  conf  0.7624
41  r  31 16 12 17  conf  0.9171
12  r  41 31 16  conf  0.7378
16  r  41 31 12  conf  0.7498
31  r  41 16 12  conf  0.7625
41  r  31 16 12  conf  0.9172
17  r  41 31 16 18  conf  0.7363
18  r  41 31 16 17  conf  0.7377
16  r  41 31 18 17  conf  0.7485
31  r  41 16 18 17  conf  0.7611
41  r  31 16 18 17  conf  0.9158
17  r  41 31 16 18 12  conf  0.7361
12  r  41 31 16 18 17  conf  0.7362
18  r  41 31 16 12 17  conf  0.7374
16  r  41 31 18 12 17  conf  0.7483
31  r  41 16 18 12 17  conf  0.7609
41  r  31 16 18 12 17  conf  0.9154
12  r  41 31 16 18  conf  0.7363
18  r  41 31 16 12  conf  0.7375
16  r  41 31 18 12  conf  0.7484
31  r  41 16 18 12  conf  0.7609
41  r  31 16 18 12  conf  0.9155
18  r  41 31 16  conf  0.7378
16  r  41 31 18  conf  0.7486
31  r  41 16 18  conf  0.7612
41  r  31 16 18  conf  0.9159
16  r  41 31  conf  0.7508
31  r  41 16  conf  0.7628
41  r  31 16  conf  0.9178
31  r  41  conf  0.7778
41  r  31  conf  0.9348
17  r  41 21  conf  0.694
21  r  41 17  conf  0.7777
17  r  41 21 12  conf  0.693
12  r  41 21 17  conf  0.6939
21  r  41 12 17  conf  0.7767
12  r  41 21  conf  0.694
21  r  41 12  conf  0.7768
17  r  41 21 18  conf  0.6918
18  r  41 21 17  conf  0.6939
21  r  41 18 17  conf  0.7754
17  r  41 21 18 12  conf  0.6916
12  r  41 21 18 17  conf  0.6918
18  r  41 21 12 17  conf  0.693
21  r  41 18 12 17  conf  0.7751
12  r  41 21 18  conf  0.6918
18  r  41 21 12  conf  0.693
21  r  41 18 12  conf  0.7752
18  r  41 21  conf  0.694
21  r  41 18  conf  0.7755
17  r  41 21 16  conf  0.6801
16  r  41 21 17  conf  0.6939
21  r  41 16 17  conf  0.7628
17  r  41 21 16 12  conf  0.6798
12  r  41 21 16 17  conf  0.6801
16  r  41 21 12 17  conf  0.693
21  r  41 16 12 17  conf  0.7624
12  r  41 21 16  conf  0.6801
16  r  41 21 12  conf  0.693
21  r  41 16 12  conf  0.7625
17  r  41 21 16 18  conf  0.6786
18  r  41 21 16 17  conf  0.6801
16  r  41 21 18 17  conf  0.6918
21  r  41 16 18 17  conf  0.7611
17  r  41 21 16 18 12  conf  0.6784
12  r  41 21 16 18 17  conf  0.6785
18  r  41 21 16 12 17  conf  0.6797
16  r  41 21 18 12 17  conf  0.6915
21  r  41 16 18 12 17  conf  0.7609
12  r  41 21 16 18  conf  0.6786
18  r  41 21 16 12  conf  0.6798
16  r  41 21 18 12  conf  0.6916
21  r  41 16 18 12  conf  0.7609
18  r  41 21 16  conf  0.6801
16  r  41 21 18  conf  0.6918
21  r  41 16 18  conf  0.7612
16  r  41 21  conf  0.694
21  r  41 16  conf  0.7628
17  r  41 21 31  conf  0.6734
31  r  41 21 17  conf  0.6939
21  r  41 31 17  conf  0.7507
41  r  21 31 17  conf  0.8352
17  r  41 21 31 12  conf  0.6725
12  r  41 21 31 17  conf  0.6733
31  r  41 21 12 17  conf  0.693
21  r  41 31 12 17  conf  0.7497
41  r  21 31 12 17  conf  0.834
12  r  41 21 31  conf  0.6734
31  r  41 21 12  conf  0.693
21  r  41 31 12  conf  0.7498
41  r  21 31 12  conf  0.834
17  r  41 21 31 18  conf  0.6714
18  r  41 21 31 17  conf  0.6733
31  r  41 21 18 17  conf  0.6918
21  r  41 31 18 17  conf  0.7485
41  r  21 31 18 17  conf  0.8328
17  r  41 21 31 18 12  conf  0.6712
12  r  41 21 31 18 17  conf  0.6713
18  r  41 21 31 12 17  conf  0.6724
31  r  41 21 18 12 17  conf  0.6915
21  r  41 31 18 12 17  conf  0.7483
41  r  21 31 18 12 17  conf  0.8324
12  r  41 21 31 18  conf  0.6714
18  r  41 21 31 12  conf  0.6725
31  r  41 21 18 12  conf  0.6916
21  r  41 31 18 12  conf  0.7484
41  r  21 31 18 12  conf  0.8325
18  r  41 21 31  conf  0.6734
31  r  41 21 18  conf  0.6918
21  r  41 31 18  conf  0.7486
41  r  21 31 18  conf  0.8329
17  r  41 21 31 16  conf  0.6612
16  r  41 21 31 17  conf  0.6733
31  r  41 21 16 17  conf  0.6801
21  r  41 31 16 17  conf  0.7377
41  r  21 31 16 17  conf  0.8194
17  r  41 21 31 16 12  conf  0.6609
12  r  41 21 31 16 17  conf  0.6612
16  r  41 21 31 12 17  conf  0.6724
31  r  41 21 16 12 17  conf  0.6797
21  r  41 31 16 12 17  conf  0.7374
41  r  21 31 16 12 17  conf  0.8189
12  r  41 21 31 16  conf  0.6612
16  r  41 21 31 12  conf  0.6725
31  r  41 21 16 12  conf  0.6798
21  r  41 31 16 12  conf  0.7375
41  r  21 31 16 12  conf  0.819
17  r  41 21 31 16 18  conf  0.6598
18  r  41 21 31 16 17  conf  0.6612
16  r  41 21 31 18 17  conf  0.6713
31  r  41 21 16 18 17  conf  0.6785
21  r  41 31 16 18 17  conf  0.7362
41  r  21 31 16 18 17  conf  0.8177
17  r  41 21 31 16 18 12  conf  0.6596
12  r  41 21 31 16 18 17  conf  0.6598
18  r  41 21 31 16 12 17  conf  0.6609
16  r  41 21 31 18 12 17  conf  0.6711
31  r  41 21 16 18 12 17  conf  0.6783
21  r  41 31 16 18 12 17  conf  0.736
41  r  21 31 16 18 12 17  conf  0.8174
12  r  41 21 31 16 18  conf  0.6598
18  r  41 21 31 16 12  conf  0.6609
16  r  41 21 31 18 12  conf  0.6712
31  r  41 21 16 18 12  conf  0.6784
21  r  41 31 16 18 12  conf  0.7361
41  r  21 31 16 18 12  conf  0.8174
18  r  41 21 31 16  conf  0.6612
16  r  41 21 31 18  conf  0.6714
31  r  41 21 16 18  conf  0.6786
21  r  41 31 16 18  conf  0.7363
41  r  21 31 16 18  conf  0.8178
16  r  41 21 31  conf  0.6734
31  r  41 21 16  conf  0.6801
21  r  41 31 16  conf  0.7378
41  r  21 31 16  conf  0.8195
31  r  41 21  conf  0.694
21  r  41 31  conf  0.7508
41  r  21 31  conf  0.8353
21  r  41  conf  0.7778
17  r  41 29  conf  0.6932
29  r  41 17  conf  0.7777
17  r  41 29 12  conf  0.6922
12  r  41 29 17  conf  0.6931
29  r  41 12 17  conf  0.7767
12  r  41 29  conf  0.6932
29  r  41 12  conf  0.7768
17  r  41 29 18  conf  0.691
18  r  41 29 17  conf  0.6931
29  r  41 18 17  conf  0.7754
17  r  41 29 18 12  conf  0.6908
12  r  41 29 18 17  conf  0.6909
18  r  41 29 12 17  conf  0.6922
29  r  41 18 12 17  conf  0.7751
12  r  41 29 18  conf  0.691
18  r  41 29 12  conf  0.6922
29  r  41 18 12  conf  0.7752
18  r  41 29  conf  0.6932
29  r  41 18  conf  0.7755
17  r  41 29 16  conf  0.679
16  r  41 29 17  conf  0.6931
29  r  41 16 17  conf  0.7628
17  r  41 29 16 12  conf  0.6786
12  r  41 29 16 17  conf  0.6789
16  r  41 29 12 17  conf  0.6922
29  r  41 16 12 17  conf  0.7624
12  r  41 29 16  conf  0.679
16  r  41 29 12  conf  0.6922
29  r  41 16 12  conf  0.7625
17  r  41 29 16 18  conf  0.6774
18  r  41 29 16 17  conf  0.6789
16  r  41 29 18 17  conf  0.6909
29  r  41 16 18 17  conf  0.7611
17  r  41 29 16 18 12  conf  0.6772
12  r  41 29 16 18 17  conf  0.6773
18  r  41 29 16 12 17  conf  0.6785
16  r  41 29 18 12 17  conf  0.6907
29  r  41 16 18 12 17  conf  0.7609
12  r  41 29 16 18  conf  0.6774
18  r  41 29 16 12  conf  0.6786
16  r  41 29 18 12  conf  0.6908
29  r  41 16 18 12  conf  0.7609
18  r  41 29 16  conf  0.679
16  r  41 29 18  conf  0.691
29  r  41 16 18  conf  0.7612
16  r  41 29  conf  0.6932
29  r  41 16  conf  0.7628
17  r  41 29 31  conf  0.6696
31  r  41 29 17  conf  0.6931
29  r  41 31 17  conf  0.7507
41  r  29 31 17  conf  0.8221
17  r  41 29 31 12  conf  0.6687
12  r  41 29 31 17  conf  0.6696
31  r  41 29 12 17  conf  0.6922
29  r  41 31 12 17  conf  0.7497
41  r  29 31 12 17  conf  0.8208
12  r  41 29 31  conf  0.6696
31  r  41 29 12  conf  0.6922
29  r  41 31 12  conf  0.7498
41  r  29 31 12  conf  0.8209
17  r  41 29 31 18  conf  0.6676
18  r  41 29 31 17  conf  0.6696
31  r  41 29 18 17  conf  0.6909
29  r  41 31 18 17  conf  0.7485
41  r  29 31 18 17  conf  0.8196
17  r  41 29 31 18 12  conf  0.6674
12  r  41 29 31 18 17  conf  0.6675
18  r  41 29 31 12 17  conf  0.6687
31  r  41 29 18 12 17  conf  0.6907
29  r  41 31 18 12 17  conf  0.7483
41  r  29 31 18 12 17  conf  0.8192
12  r  41 29 31 18  conf  0.6676
18  r  41 29 31 12  conf  0.6687
31  r  41 29 18 12  conf  0.6908
29  r  41 31 18 12  conf  0.7484
41  r  29 31 18 12  conf  0.8193
18  r  41 29 31  conf  0.6696
31  r  41 29 18  conf  0.691
29  r  41 31 18  conf  0.7486
41  r  29 31 18  conf  0.8197
17  r  41 29 31 16  conf  0.6572
16  r  41 29 31 17  conf  0.6696
31  r  41 29 16 17  conf  0.6789
29  r  41 31 16 17  conf  0.7377
41  r  29 31 16 17  conf  0.806
17  r  41 29 31 16 12  conf  0.6569
12  r  41 29 31 16 17  conf  0.6571
16  r  41 29 31 12 17  conf  0.6687
31  r  41 29 16 12 17  conf  0.6785
29  r  41 31 16 12 17  conf  0.7374
41  r  29 31 16 12 17  conf  0.8055
